reviewer_name,reviewer_introduce,reviewer_type,top_reviewer_field,brand_name,product_name,product_option,score,date,purchase_store,used_over_month,is_repurchase,is_experience,review,help_count
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,에뛰드,에뛰드 더블래스팅 아티스트 컨실러 팔레트 팟실러 추가 증정 기획/단품,,5점만점에 4점,작성일자 2024.08.31,N,N,N,Y,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ ★ 별점 4점 - 순한 성분 + 딱 적당한 제형 + 지속력 좋음 + 커버력 좋음 - 배송 엉망ㅜ + 내장 브러쉬는 그닥 = 포장,배송면에선 1점도 아깝지만.. 체험단으로 받은거기도 하고 제품 자체는 아주 마음에 들어요. ★ 장점 ★ ★ 성분 - 워낙 예민한 피부라서 성분을 제일 먼저 확인하고 화장품을 쓰는데, 베이스템 중에 이만큼 성분 괜찮은건 거의 처음 같아요.  - 실제로 사용했을 때도 트러블은 커녕 약간의 가려움, 알러지반응도 없었어요. ★ 적당한 제형 - 건조하지도 촉촉하지도 않고 쫀쫀하게 피부에 착 붙어요. - 컨실러 제형이 너무 촉촉하면 컨실러의 역할을 못하고 지속력도 짧은데, 반대로 매트하면 잔주름에 끼이고 각질 들떠서 컨실러는 아예 안써왔어요. - 이 제품은 얇게 발리는데 섀도우도 건조해서 눈밑엔 스틱타입을 쓰는 악건성인데도 눈밑에 발라도 안끼고 건조하지도 않았어요. - 그렇다고 마냥 촉촉한 타입도 아니라서 지속력 좋게 피부에 짝 달라붙고 다크 커버도 잘해주더라구요. ★ 커버력, 지속력 좋음 - 다크도 있고 얼굴에 살이 없어서 쉽게 퀭해지는 타입인데, 이거 하나 눈 밑에 써줬다고 그 퀭함이 훨씬 늦게, 그것도 덜올라오더라구요.  - 커버력도 좋고 지속력도 괜찮아요. - 콧망울에 썼더니 나중에 좀 뜨긴 했는데, 이건 원래도 화장하면 그랬던 터라 이 제품 탓은 아닌 것 같았어요. ☆ 단점 ☆ ☆ 오마이갓 배송 - 아무리 체험단으로 받은 거라지만ㅜ 후기 열심히 쓰고 올영에서 구매도 많이하는 터라 할 수 있는 체험단인데... 배송온거보고 깜짝 놀랐어요. - 깨진거 아닌가 걱정 많았는데, 외관 케이스에 기스만 좀 있고 내부는 괜찮더라구요.  - 구매자분들껜 배송이 안전하게 가길 바랄게요. ☆ 내장브러쉬 - 보통 다른 제품들이 들어있는 브러쉬는 피부에 닿자마자 너무 거칠고 따가워서 못쓰는데, 그정도는 아니고 꽤 부드럽고 매끄러웠어요. - 그런데 쉽게 갈라지다보니 눈밑처럼 넓은 부위에 쓰기엔 별로였어요. - 외출했을 때 트러블이나 벗겨진 부분에 살짝 쓰는 정도로는 괜찮을 것 같아요.",1
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,바이오힐보,[실프팅마스크] 바이오힐보 프로바이오덤 3D 리프팅 풀 페이스 윤곽 마스크 1매 (올리지오 콜라보),,5점만점에 5점,작성일자 2024.08.29,N,N,N,N,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ ★ 별점 4.5점 - 밀착력 아주아주 좋음 + 순한 성분 + 일시적인 리프팅 효과 - 리프팅효과가 있긴 한데 지속력이 짧음(어찌보면 당연하긴 하지만) + 쿨링감 제로  = 올영 세일때 재구매해서 쟁여둘 예정입니다! ★ 장점 ★ ★ 밀착력 - 밀착력 아주아주 좋아요. 찰싹 달라붙어있어요 - 리프팅되라고 끌어올리듯이 붙여야하는데, 과연 이게 잘 붙어있을까 싶었어요. 근데 웬걸 완전 밀착력있게 촤악 붙고 건들이지 않는이상 떨이지지도 않아요. 물론 시간이 지나면서 당겨놓은 것보다는 내려오긴 하는데, 그래도 어느정도 리프팅된 상태에서 안떨어져요.  ★ 답답하지 않음 - 밀착력도 높고 꽤 오래 붙이고 있어야하는 팩인데도 불구하고 피부가 답답하지 않아요. - 겔 마스크팩을 붙였을 때 느껴지는 약간의 답답함, 피부가 덮여있는 느낌보다도 훨씬 덜하고 쾌적해요.  ★ 순한 성분 - 성분이 엄청엄청 순해요. - 바이오힐보 크림을 엄청 좋아했는데, 리뉴얼되고부터 안맞는 성분이 들어가있어서 쓰고 싶어도 못쓰고 있었어요. - 너무너무 좋아하던 브랜드라 못쓰는게 너무 아쉬웠는데, 이번팩은 성분도 순하고 안맞는 성분도 없어서 신나게 구매했어요ㅎ - 실제로 사용했을 때 붙이고 있는 중에도 가려움이 전혀 없었고 자극도 아예 없었어요.  ★ 일시적인 리프팅 효과 - 일시적인 효과지만 팔자주름과 마리오네트주름, 불독살같은 부분이 리프팅된 게 눈에 보였어요. - 전 얼굴살이 거의 없는데도 팔자주름과 얼굴라인이 정돈된게 보였어요. 볼살이나 턱살 많은 사람에겐 더 드라마틱한 효과가 있을 것 같아요. ★ 끈적임 없는 마무리감 - 피부에 붙는 쪽이 쫀쫀한 겔타입이라서 붙였을 때 건조함이 느껴지지 않아요.  - 에센스 타입이 아니라 붙이고 앉아있어도 흘러내리는 에센스가 없어서 여름에 쓰기도 좋고, 찝찝함도 없어요. - 건성, 지성 피부타입 상관없이 쓰기 좋은 제품 같아요. ★ 붙이기 전 스킨케어 팁!  - 전 건성이라 쫀쫀한 마무리감의 스킨케어를 끝까지 다 한 다음에 붙였는데도 밀착력 좋게 잘 붙어있었어요. - 저처럼 건성이시라면 너무 미끌거리는 제형의 크림이 아닌 이상 다 바르고 붙여도 좋은 것 같아요. ★ 사은품 - 결제할 때 바이오힐보 콜라겐 겔 마스크가 온다고해서 당연히 하나오는 줄 알았더니.. 시킨 만큼 비례해서 오더라구요?  - 이렇게 보내도 남는게 있나요...? ☆ 단점 ☆ ☆ 일시적인 효과 - 당연한 이야기지만 리프팅 효과는 그리 크지 않고 또 오래가지 않아요. - 그래도 끈적이는 제형도 아니고 깔끔한 마무리감이라서 중요한 날 화장 전에 붙여도 좋을 것 같아요. ☆ 쿨링 제로 - 워낙 열감이 많은 피부다보니 쿨링감이 전혀 없는게 아쉬워요.",1
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,프로티원,[사은품 택1/무료배송] 프로티원 단백질쉐이크 대용량 490g 1통 (6종 택1),옵션 : [1통] 곡물맛+보틀,5점만점에 5점,작성일자 2024.08.29,N,Y,Y,N,"★ 2통 싹싹 비우고 쓰는 솔직 리뷰 ★ - 무조건 재구매할 제품!! - 당 1g(1%), 단백질 18g(33%), 콜레스테롤 0%, 식이섬유 2g(8%) - 다이어 트뿐 아니라 유지, 체중 증량에도 좋아요. ★ 성분 최고 - 맛있다고 유명한 것들 중에서 성분을 비교해서 젤 좋은 걸로 구매햇어요. - 타 쉐이크들은 생각보다 당류가 높고, 지방과 탄수화물이 높은 경우도 있더라구요.그런데 프로티원은 당류가 엄청 낮고 단백질 함유량은 높으면서, 칼로 리도 적당해요. ★ 맛 - 성분이 아무리 좋아도 맛이 별로라면 절대 안먹는 사람이 저에요. - 미숫가루랑 구별이 안될 정도로 미숫가루 그 잡채에요. - 처음에 다른 리뷰들 보고 솔직히 과장이겠지 생각했는데, 한번 먹자마자 인정했어요. - 단백질 특유의 냄새를 안좋아하는데, 이건 그냥 미숫가루입니다. 심지어 설탕도 충분히 넣고 가루도 잔뜩 넣은 진한 미숫가루 맛을 느낄 수 있어요. - 단백질 특유의 냄새나 꿉꿉함은 전혀 없고, 가끔 덜 섞이거나 가루 많이 넣으면 미숫가루(곡물) 특유의 텁텁함도 좀 느껴져요. ★ 보틀 - 보틀 증정일때 구매하세요! - 보틀 귀엽고, 양 맞추기도 넘 편해요. 잘섞이구요! ★ 맛 추천 - 전 무조건 곡물맛 추천드려요. - 말차는 싫어하고 흑임자는 가끔 먹는게 좋아서 초코랑 곡물맛만 먹어봤어요. - 초코맛은 진짜 진한 초코우유? 진짜 초콜릿으로 만든 초코우유? 파베 초콜릿? 스러운 진한 초코맛이 나요. 초코정크같은게 씹히고 이상하게 곡물맛보다 포만감도 높았어요. 하지만 전 너무 달아서 쉽게 물리고 속도 울렁거렸어요. - 곡물맛은 자주 먹어도 질리지 않고 맛있어서 곡물맛으로 재구매했어요. ★ 우유 조합 - 일반우유) 서울 우유랑 마셔봤는데 그냥 미숫가루 그잡채:) - 아몬드 브리즈) 아몬드브리즈 특유의 단맛과 향이 강해서 미숫가루랑 따로노는 느낌이 좀 있어요. 처음엔 어색했는데, 먹다보니 일반우유보다 덜달고 보다 가벼운 느낌이라서 아몬드 브리즈에 주로 먹고 있어요. - 아몬드 브리즈 언스위트) 아몬드 브리즈 향에 익숙해지신 분들은 언스위트에 먹는 걸 추천드려요. 아몬드 브리즈 일반과 비슷하지만 확실히 먹고나서 입에 남는 텁텁함이나 묵직함이 적어요. ☆ 아쉬운 점 ☆ ☆ 포만감 - 솔직히 포만감은 그리 크지 않아요. 3시간 정도 지속되는 포만감? 당연히 밥먹는 것보다 금방 배고파져요. - 특이하게 초코맛은 포만감이 더 크더라구요? 왜인지 모르겠어요. - 아침대용은 되겠지만, 점심/저녁 대용은 배고플 것 같아요. - 배가 차기는 하지만, 그냥 미숫가루를 같은 양 먹어도 똑같은 듯 해요. 물론 영양성분이 훨씬 좋지만요!",2
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,마른파이브,마른파이브 쉬어 브라 오프숄더 논슬립 (블랙/스킨)(S~XL),옵션 : 스킨 S,5점만점에 1점,작성일자 2024.08.29,N,Y,N,N,"★ 솔직 장단점 리뷰 ★ ★ 별점 1점 - 흘러내리지 않음 + 탄탄한 소재  - 부유방 강조하는 걸 넘어서 없는 부유방도 만드는 이상한 디자인 + 가슴라인 안예쁨 + 답답한 소재(눌림에 의한 답답함이 아닌 통풍이 전혀 안되는 탄탄한 소재탓에 답답해요) = 재구매의사 X. 체형마다 다른거니까 잘 맞는 분들도 있겠죠...? 일단 전 아니였어요. ★ 장점 - 고정은 잘 되는 편이에요. 잘 흘러내리지 않아요. - 어깨끈이 있어서 평소엔 일반 브라로도 착용할 수 있어요. - 가격 나쁘지 않고, 배송은 빠른 편이었어요. ★ 단점 - 윗가슴 공간이 너무 작아요. 가슴이 작은데도 불구하고 위쪽이 아래쪽과 마찬가지로 눌러버려서 가슴이 납작해지는 건 물론이고 답답하고 라인이 안예뻐져요. - 부유방이 적은 편이고 지방 자체가 적은 체형인데도 위쪽을 눌러버리니까 부유방 있는 것처럼 보여요. 어떻게 수습하려고 해도 부유방이 감싸지지도 않고 덜 압박하는 방법도 없어서 손이 안가요. - 착용감이 답답해요. 안쪽이 실리콘 처리가 된 것같은 질감이라서 흘러내지리 않게 고정해주는 것 같아요. 그런데 이것 때문인지 이상하게 입기만하면 엄청 답답하고 조이는 기분이 들어요. 그렇다고 진짜 둘레가 조이는 건 또 아니거든요...? 오히려 둘레는 넉넉한데 왜인지 모르겠어요.",4
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,마른파이브,마른파이브 심리스 노라인 Y존 속치마 바지 M-XXL (블랙/스킨),옵션 : 스킨 M~L,5점만점에 3점,작성일자 2024.08.29,N,Y,N,N,"★ 장단점 리뷰 ★ ★ 장점 ★ ★ 재질 - 흐물거리지 않고 탄력적인 소재에요. - 탄성이 높고, 너무 얇거나 흐물거리지 않아서 옷을 입었을 때 핏을 망치지않아요. - 흐물흐물한 제품들은 혼자 구겨지고 올라가고 접히고 하면서 결국은 겉으로 그게 보이더 이런 속옷을 입은 의미가 없을 정도로요. ★ 심리스 라인 - 심리스라서 도드라지는 제봉선이 없어서 좋아요. - 타이트한 치마와도 입을 수 있어요. ★ 가격, 접근성 - 가격적인 면에서는 나쁘지 않아요. 배송도 빠른 편이였고 접근성도 좋아서 급하게 살 때도 좋은 것 같아요.  - 이런 제품들은 가격대가 비슷한 것 같아요. ☆ 단점 ☆ ☆ 두께 - 엄청 두꺼운 편은 아니지만 소재탓에 여름에 입기는 더울 것 같아요. - 공기가 잘 통하고(통풍 잘되고) 시원한 소재와 거리가 멀어요. ☆ 배송 - 배송 자체는 빨라서 좋았지만, 배송비를 별도로 내야하는게 아쉬웠어요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,냉감테라피,냉감테라피 아이스 데오 시트 15매,,5점만점에 3점,작성일자 2024.08.29,N,Y,N,N,"★ 장단점 리뷰 ★  ★ 별점 3점 - 시원하고 싸한 쿨링감 + 찝찝함 잘 없애줌 + 가성비 - 예민한 피부는 비추천 + 쿨링감이 싸하게 느껴져서 자극적 + 쓰고나서 피부가 따갑게 느껴지는 날 있음 + 가끔 쓴다면 티슈가 마를 수 있음 ★ 장점 ★  ★ 쿨링감 - 쿨링감이 진하고 꽤 오래 지속돼요. ★ 가성비 - 원쁠원하기도 하고 아니더라도 가격이 저렴해서 가성비 좋아요. ☆ 단점 ☆ - 자극적이에요. 예민한 피부는 조심해야해요. - 쿨링감이 그냥 시원한게 아니라 싸한 시원함이에요. - 성분이 좀 아쉬워요. 페녹시에탄올과 향료, 멘톨이 들어있어요. - 디자인이 좀.. 남성분들이 들고 다니시긴 별로일 것 같아요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,쏘내추럴,쏘내추럴 비건 메이크업 캄 픽서 100ml,,5점만점에 4점,작성일자 2024.08.29,N,N,N,N,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ ★ 별점 4점 - 성분 좋음 + 지속력 확실히 길어짐 + 사용 후 피부가 메마르지 않음 + 넓고 고르게 분사됨 + 저렴한 가격대 - 알코올 성분이 있어서 건성이나 예민한 피부가 매일 쓰면 더 건조해지거나 자극을 받을 수 있음 = 아마 이 제품과 성능이 비슷하면서 알코올 없는 제품이 나오지 않는 이상 앞으로도 계속 쓸 예정 ★ 장점 ★ ★ 성분 - 메이크업 픽서 대부분 성분이 안좋더라구요. 그나마 나은게 알러지 유발이나 유해성분이 3,4개는 꼭 들어있고요.. 이 제품은 방부제 역할을 하는 페녹시에탄올 외에는 문제되는 성분이 없어요. - 실제로 엄청 예민하고 쉽게 알러지가 올아오는 피부타입인데도 듬뿍 사용한 날에도, 그 다음날에도 뭐 나기는 커녕 가려움이 느껴지지도 않았어요. ★ 지속력 up  - 성분은 순한 편이지만 픽서의 역할(고정력)은 확실히 해요. - 12시간 이상 피부 피부화장이 남을 정도였어요. - 전 건조한 편이라 화장이 오래가는 편이긴 하지만, 문제는 건조해서 코나 나비존 부분이 굉장히 금방 각질 들뜨듯이 다 뜨고, 또 크림을 덧바르지 않는 이상 피부화장을 하면 너무 건조해져서 주름이 자글자글 보이게 되더라구요..  - 이 제품 쓴 날은 건조함도 적게 올라왔고, 그 건조함으로 없던 잔주름까지 보이게 하는 현상도 없었고, 무엇보다 콧망울 부분을 제외하고는 들뜸도 없었어요.  ★ 건성피부가 픽서를 찾는다면 이 제품 꼭 써보세요!! - 화장의 유지시간도 길어졌지만, 무엇보다 전 피부의 건조함이 늦게 올라온다는 점이 좋았어요.  ★ 안개분사 - 첫 사용부터 넓고 고르게 분사돼요. ★ 가성비 - 세일하고 있기도 하고, 픽서 중에 비교적 저렴해요. ☆ 단점 ☆ - 페녹시에탄올 성분 함유 - 알코올 성분 함유 (피부를 건조하게 만들 수 있음)",4
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,필리밀리,필리밀리 마 기름종이(100매),,5점만점에 4점,작성일자 2024.08.29,N,N,Y,N,"★ 장단점 리뷰 & 팁 ★ - 재구매 의사 O - 이미 5번이상 구매해서 꾸준히 쓰고 있는 제품입니다. ★ 별점 4.5점 - 유분은 확실히 잡아주면서 + 심하게 수분까지 싸악 빼가지 않음 + 가성비 + 비교적 피부 자극 덜함 - 떼어낼 때 피부가 딸려가는 느낌이 아예 없지는 않음 + 여러장 딸려나올 때 있음 + 얇아서 한번에 여러장 쓰게 됨 ★ 이미 올영에도 후기를 여러차례 썼던 제품이라.. 이번 리뷰는 비교적 간단하게 적었어요. 혹시라도 보시는 분들이 중복리뷰라고 생각하실 것 같아서요.. 더 자세한 후기가 궁금하시다면 이전에 썼던 리뷰 봐주시면 좋을 것 같아요! ★ 보시고 도움되셨다면, 도움됐어요 한 번 눌러주세요! ★ 장점 ★ ★ 적절하게 유분을 제거해줘요.  ★ 떼어낼 때 자극이 적은 편이에요. 다른 기름종이는 유분을 싹 잡거나 두꺼운 종이타입인 경우엔 피부에 착 붙어서 떼어낼 때 자극이 느껴지더라구요.  ★ 저렴하고 가성비 좋아요. 접근성도 좋아요. ☆ 단점 ☆ ☆ 얇아요. 비닐같은 느낌도 좀 들어요. ☆ 좀 헤프게 쓰게 돼요. ☆ 자극이 아예 제로는 아님 ★ 팁 ""혹시 건성도, 겨울에도 기름종이를 쓰는게 좋다는거 아시나요?"" - 아무리 건성이고 악건성이더라도, 기름종이가 필요할 때가 있어요. - 전 악건성이라서 화장했을 땐 완전히 건조하게 말라버려서 쓸 일이 없지만, 집에 있거나 선크림만 바른 날이라면 기름종이를 종종 쓰고 있어요. - 건성이나 수부지더라도 너무 건조하면 모공이 두드러진 곳에서 유분이 살짝 올라올 때도 있고, 보습크림이나 재생크림을 두껍게 발라서 유분이 겉돌 때도 있고, 건조해서 수분크림을 덧바르고 싶은데 먼지나 코부분에 유분이 조금 있을 때도 있어요. 그럴 때 기름종이로 가볍게 톡톡 해주고 수분크림, 선쿠션 올려주면 아주 좋아요!",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,덴프스,덴프스 덴마크 유산균이야기 30캡슐 1+1기획(60일분)+트루바이타민 3포,,5점만점에 4점,작성일자 2024.08.29,N,N,N,Y,"★ 솔직 장단점 리뷰 ★ ★ 목넘김 - 목넘김 좋아요.  - 알약을 한번 잘못 삼킨 적이 있어서 조그만 크거나 목넘김이 안좋은 약은 못삼키거나 목에 걸리기 일쑤에요. - 그런데 이 제품은 알주일 먹는 동안 한번도 목에 안걸렸어요. 잘 넘어가요. ★ 역한 냄새 없음 - 빈속에 삼켜도 속이 울렁거리지 않고, 약 자체에 역한 냄새도 안나서 먹기 좋았어요. - 통을 열때 훅 올라오는 약간의 역한 약냄새가 있기는 한데. 먹을 땐 크게 신경쓰이지 않고 못맡을 수준이거나 비위약한 사람이라도 헛구역질 할 그런 냄새는 아니에요! ★ 휴대성 좋음 - 작은 케이스에 무게도 가벼워서 이동성이 좋고 자리를 많이 차지하지 않아서 좋아요.  ★ 케이스 재활용 - 크기가 작고 밀폐되는 특수 케이스라서 여행이나 밖에 점심에 먹을 영양제를 들고다닐 때 재활용해서 쓰기 좋아요.  - 그날 먹을 약을 아침에 담아서 나가면 편해요ㅎ ☆ 모든 영양제가 그렇듯이 먹는다고해서 체감되는 큰 효과는 없어요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,아렌시아,[잡티미백 집중케어 / 화제의 쿨톤 세럼] 아렌시아 홀리 히솝 세럼 30 50g,,5점만점에 3점,작성일자 2024.08.29,N,N,N,Y,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ - 한통 꾸준히 써보고 리뷰수정할게요! - 성분도 좋고 후기도 좋아서 오특때 내돈내산 구매도 한터라 더 자세하고 솔직하게 쓴 리뷰입니다. ★ 별점3점 - 별로거나 안맞는 건 아닌데, 딱히 기능이나 효과를 느껴서 3점으로 했어요. - 특이한 제형 + 보습감 있는 쫀쫀한 마무리감 + 엄청 순함 + 피부상태 안좋을 때 썼더니 진정효과도 있는 것 같음 - 위생적 아쉬움 + 수분 보습감은 부족함 + 양조절 실패하면 굉장히 끈적거리고 무거움(건성인데도 끈적임을 느낌) ★ 장점 ★ ★ 성분 - 예민한 제 피부에 딱 맞는 순한 제품입니다. - 일단 성분수가 많지 않아서 예민한 피부, 트러블피부, 스킨케어 할 때 여러가지 제품 사용하시는 분들께 좋아요. - 그리고 들어있는 성분도 모두 순하고 좋은 성분들로 구성되어 있어요(화해앱캡쳐한 사진 참고) ★ 예쁜 외관 - 무광케이스(외관)가 예뻐요ㅎ 확실히 신경써서 색감을 뽑았나보다 하는 생각이 들었어요 - 색도 감각적이고 조약돌같기도 해서 화장대에 올려두면 기분 좋아요 ★ 특이한 제형 - 세럼과 젤크림 중간의 보습감이 느껴지는 쫀쫀한 제형이에요. - 세럼에서 처음보는 제형이지만, 그렇다고 심하게 끈적이거나 흡수가 전혀 안되는 타입은 아니었어요. - 이게 쫀쫀하고 특이한 제형이긴한데 흡수력은 또 괜찮아요. - 지성이나 끈적임 없는 제품을 선호하신다면 싫어하실 것 같아요. 흡수가 잘 되지만 매끄럽고 쫀쫀한 마무리감입니다. ★ 보습력 - 악건성에 가까운 피부타입이라 여름에도 보습세럼, 보습크림을 필수적으로 써야해요. - 이 제품은 보습감이 충분해서 여름엔 이거에 젤크림 발라도 보습력이 괜찮다고 느꼈어요. ★ 뷰티 디바이스와 쓰기 좋음 - 아무래도 수분감과 쫀득함이 느껴지는 제형이라 뷰티디바이스와 쓰기 좋았어요. - 다만 흡수력은 꽤 빠른편이고 찐덕보다는 쫀득하고 매끄러운 제형이라 디바이스를 오래 돌리려는 용으로 쓰려면 충분히 사용해야해요! ☆ 단점 ☆ ☆ 위생적 아쉬움, 사용의 번거로움 - 단지형이라 스패츌라로 떠서 쓰거나, 손이나 손톱으로 파서 쓰게 되는데 위생적으로 좀 아쉬워요. - 아무래도 특이한 제형이라 이런 단지형으로 나온거겠지만, 그래도 아쉽긴해요. ☆ 정가로는 비싼편 - 정가는 4만원대로 비싼편인 것 같아요. 세럼이라 1회 사용량이 적지 않기에 오래 쓸 용량은 아니에요. - 저는 할인가로 저렴하게 구매했어요. ☆ 추가적으로... 쿨톤세럼이란 워딩은 수정하면 좋겠다는 개인적인 바람이 있어요. 흰피부, 맑은 피부가 쿨톤이라면, 반대인 웜톤은 그렇지 않다는 일종의 고정관념이나 편견이 생기게 되니 좋은 일은 아닌 것 같다는 생각이 들었어요.",16
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,아렌시아,[잡티미백 집중케어 / 화제의 쿨톤 세럼] 아렌시아 홀리 히솝 세럼 30 50g,,5점만점에 3점,작성일자 2024.08.20,N,N,N,N,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ - 여러번 사용해보고 리뷰 수정+추가했어요. ★ 별점 3점 - 순한 성분 + 양조절에 따라서 사용감 달라짐 + 데일리 미백 - 이 제품에 정착할 특별함은 못느낌 + 정가 비싼편 ★ 장점 ★ ★ 성분 - 성분이 정말 깔끔해요. - 일단 성분수가 많지 않아서 예민한 피부, 트러블피부, 스킨케어 할 때 여러가지 제품 사용하시는 분들께 좋아요. - 그리고 들어있는 성분도 모두 순하고 좋은 성분들로 구성되어 있어요(사진 참고) ★ 무광케이스(외관)가 예뻐요ㅎ 색도 감각적이고 조약돌같기도 해서 화장대에 올려두면 기분 좋아요. ★ 특이한 제형 - 세럼과 젤크림 중간의 보습감이 느껴지는 쫀쫀한 제형이에요. - 세럼에서 처음보는 제형이지만, 그렇다고 심하게 끈적이거나 흡수가 전혀 안되는 타입은 아니었어요. - 오히려 쫀쫀하고 특이한 제형인데도 흡수력이 빨라서 신기하다 싶었어요. - 다만, 양이 좀 많아지면 흡수가 더뎌지고 피부에 남는 찐득함도 있어요. 적은 양은 싸악 흡수되고요! - 그래서 지성이나 끈적임 없는 제품을 선호하신다면 싫어하실 것 같아요. 흡수가 잘 된다고해도 매끄럽고 쫀쫀한 마무리감입니다. ★ 보습력 - 악건성에 가까운 피부타입이라 여름에도 보습세럼, 보습크림을 필수적으로 써야해요. - 이 제품은 보습감이 충분해서 여름엔 이거에 젤크림 발라도 보습력이 괜찮다고 느꼈어요. - 굉장히 쫀쫀하고 보습감이 있어서 겨울에 써도 좋을 제품입니다. ★ 뷰티 디바이스와 쓰기 좋음 - 아무래도 수분감과 쫀득함이 느껴지는 제형이라 뷰티디바이스와 쓰기 좋았어요. - 다만 흡수력은 꽤 빠른편이고 찐덕보다는 쫀득하고 매끄러운 제형이라 디바이스를 오래 돌리려는 용으로 쓰려면 충분히 사용해야해요! ☆ 단점 ☆ ☆ 눈에 보이는 효과는 없음 - 화장품의 영역이긴 하지만, 순하게 쓰기엔 좋아도 기능성으로는 아쉽다는 생각이 들었어요. ☆ 위생적 아쉬움, 사용의 번거로움 - 단지형이라 스패츌라로 떠서 쓰거나, 손이나 손톱으로 파서 쓰게 되는데 위생적으로 좀 아쉬워요. - 아무래도 특이한 제형이라 이런 단지형으로 나온거겠지만, 아쉽긴해요. ☆ 정가로는 비싼편 - 정가는 4만원대로 비싼편인 것 같아요. 세럼이라 1회 사용량이 적지 않기에 오래 쓸 용량은 아니에요. - 저는 할인가로 저렴하게 구매했어요.  ☆ 추가적으로... 이게 쿨톤세럼이라던데, 저는 처음에 이게 쿨톤 초록색이라 그렇게 부른다고 생각했어요. 근데 쿨톤 만들어주는 세럼의 뜻이라고 하더라구요..? 이건 수정하면 좋겠다는 생각이 들었어요. 흰피부, 맑은 피부가 쿨톤이라면, 반대인 웜톤은 그렇지 않다는 편견이 생기게 되니 좋은 일은 아닌 것 같아요.",73
